artist,song_name,pallavi,anupallavi,f_caranam,l_caranam,no_caranam,no_ap
Tyagaraja,song616.txt,"pallavi
vinatA suta rArA nA vinuti gaikonarA <EOP>
","anupallavi
ghana nAga pAshambula khaNDinca rArA <EOP>
","caraNam
amarEshuni gelici nI vamrtamu dechi vimala kIrti vahinci velasillina vIra <EOP>
hariki vAhanamu mAyayya vEga rArA nI sariyau bhaktuni brOva samayamidi rArA <EOP>
","caraNam
tyAgarAja nutuni dAsuDau dhIra nAgAshana ninnu vinA gati evvarurA <EOS>
",3,1
Tyagaraja,song617.txt,"pallavi
shrI gaNapatini sEvimpa rArE shrta mAnavulArA <EOP>
","anupallavi
vAgAdhipati su-pUjala cEkoni bAga natimpucu veDlina <EOP>
",,"caraNam
panasa nArikElAdi jambU phalamula nAraginci ghana tarambagu mahipai padamulu 
ghallu ghallana nunci anyamu hari caraNa yugamulanu hrdayAmbujamuna nunci 
vinayamunanu tygarAja vinutuDu vividha gatula dittaLAngumani veDalina <EOS>
",1,1
Tyagaraja,song618.txt,"pallavi
anyAyamu sEyakurA  rAma nanyunigA jUDakurA  nAyeDa  rAma <EOP>
","anupallavi
ennO tappulu galavArini  rAjanya nIvu brOcinAvu ganukanu <EOP>
",,"caraNam
jaDa bharatuDu jinka  ishuvu netti baDalika dIrcaga lEdA?
kaDalini muniginagirinoka
kUrmamu kApaDAga lEdA? puDaminipANDava drOhini dharmaputruDu
brOvaga lEdA?
naDimi prAyamuna tyAgarAjanuta nA pUrvaju bAdha dIrpa lEnani <EOS>
",1,1
Tyagaraja,song619.txt,"pallavi
Isha pAhimAm jagad- <EOP>
","anupallavi
Asharagana madaharaNa vilEshaya bhUSa saptarsh- <EOP>
","caraNam
shrInAtha karArcita dorikE nalpulakI darsana mEnATi tapah-phalamO nI nAmamu dorikE
shrI nArada gAnapriya dInArti nivAraNa paramAnandArNava dEvayAnApa janaka saptarsh- <EOP>
vyAsArcita pAlita nijadAsa bhUlOka kailAsambanu palkulu nijamE sAreku gaNTi nI sATi 
evvarayyA nI sAkSAtkAramuna vEsaTalella dolagE nIDE janmamu sAphalyamu <EOP>
","caraNam
samAdi nigama sancAra somAgni taraNi lOcana kAmAdi khaNDana sutrAmArcita pAda 
hEmacala cApa ninu vinA mArevaru munimanO dhAmatyAgarAja prEmAvatAra jagad- <EOS>
",3,1
Tyagaraja,song620.txt,"pallavi
shrI rAma dAsa dAsOham ana nIraja nEtra nIkEla sandEhamu <EOP>
",,"caraNam
gaTTu kAnarAni guNDa rAma paTTukO dATa nIpairu teppaNTa <EOP>
kAmAdula nakra bAdha dIrpa rAmayya nI cEti cakramu lEdA <EOP>
cAla cittamanu nalalaku rAma celagu nIvAma hastamu vairiyagunu <EOP>
mada matsaramulanu gajamulaku nI pada kamalAnkusha rEkha ankushamu <EOP>
sOkadulanu parvatamulaku nI karAnkita vajra rEka vajramu <EOP>
ahamanu jaDatava maNaci brOva sahajamau nI cEti sharamulu lEva <EOP>
dus-karmamulanu koNDa lEgaya sEya niSkalamSa pavanajuDuNDu sadaya <EOP>
janana maraNamanu suDuini nilpa ghanamaina nIyAgna gAdanu vaDini <EOP>
jAti kokaru gUDinAramu prIti cEta telisikoNTimi nAma sAramu <EOP>
pannuga bhavam ati ghOramu rAma ninnu vinAnya dEvamulanu kOramu <EOP>
","caraNam
varaguNa rAjAdhi rAja rAma parama pAvana pAlita tyAgarAja <EOS>
",11,0
Tyagaraja,song621.txt,"pallavi
okapari jUDaga rAdA <EOP>
","anupallavi
sukhavi manasArcita pAda sadA shuddhAntaranga mudambutO <EOP>
",,"caraNam
varulaina digIshulu candra vibhAkara mauni varadulu shrI rAma 
nI karuNA kaTAkSamu cEta velasirE gAni tyAgarAja sannuta <EOS>
",1,1
Tyagaraja,song622.txt,"pallavi
karuNA jaladhE dAsharathE kamanIyAnana suguNAnidhE <EOP>
",,"caraNam
nI mayamEgani ilanu nEmani nE dUrudunu <EOP>
nijadAsula yanubhava mokaTi ninu teliyani janamata mokaTi <EOP>
valacucu nAmamu sEyudurE nInu dalacucu proddu pogaTTudurE <EOP>
sukrtamu loppaginturE nI prakrtini delisi yEginturE <EOP>
manasAraga pUjinturE ninu mATimATiki yOcinturE <EOP>
ninu kanulaku kana kOrudurE nava-nidhulabbina sukhamunu kOrarE <EOP>
nI vanniTayani balkudurE nIvE tAnani kulukudurE <EOP>
tamalO melagucu nundurE tAraka rUpuni kandurE <EOP>
","caraNam
bhAgavata prahlAda hita rAma bhAvuka tyAgarAjanuta <EOS>
",9,0
Tyagaraja,song623.txt,"pallavi
vinayamu kaushikuni veNTa cani nAnghralanu jUcuna dennaTikO
andu vEnuka rAtini nati jEsina caraNamulanu jUcina dennaTikO <EOP>
",,"caraNam
ghanamaina shivuni cApamu druncina pAdamunu jUcuna dennaTikO
A janakarAju pAla gaDigina A kaLLalu jUcuna dennaTikO <EOP>
canuvana sItanu boTTu gaTTina karamunu jUcuna dennaTikO 
kOpamuna bhrgu sutu cApa balamandu konna bahunu jUcuna dennaTikO <EOP>
vanamuna jani virAdhuni jampina cEtulanu jUcuna dennaTikO 
allamuni janulanu gani abhayamiccina hastamunu jUcuna dennaTikO <EOP>
tanaku tAnE kAkAsuruni gAcina sharamunu jUcuna dennaTikO 
kSaNamuna bahu rathamula poDi jEsina astramunu jUcuna dennaTikO <EOP>
ghana baluDaina vAlini jampina bANamunu jUcuna dennaTikO 
A vananidhi mada garvam aNacina sAyakamunu jUcina dennaTikO <EOP>
kanikaramuna vibhISaNuni jUcina kannulanu jUcuna dennaTikO 
rAvaNuni goTTi pEda kapulu lEa jUci drSTini jUcuna dennaTikO <EOP>
vana carAdhipuni jallaga jUcina nEtramunu jUcuna dennaTikO 
anudinamunu lanka vardhillanu jUcu lOcanamunu jUcuna dennaTikO <EOP>
ghanamaina puSpakamuna rAjillina sogasunu jUcuna dennaTikO 
bharatuni gani ceyi baTTu koni vaccina vEDukanu jUcuna dennaTikO <EOP>
kanaka simhAsanamuna nelakona thIvini jUcuna dennaTikO 
varamunulu rAjulu gUDi sEyu alankAramunu jUcuna dennaTikO <EOP>
Agama vinutuni Ananda kanduni bAga jUcuna dennaDO 
parama bhAgavata priyuni nirvikAruni rAga jUcuna dennaDO <EOP>
","caraNam
sAgara shayanuni karuNa jalanidhini vEga jUcuna dennaDO 
vara tyAgarAjAdi dEvatalu pogaDukonna lAgu jUcuna dennaDO <EOS>
",11,0
Tyagaraja,song624.txt,"pallavi
shrI raghuvara dAsharathE rAma <EOP>
",,"caraNam
vandita suramuni brnda parAtpara mandaradhara shrI sundara rAma <EOP>
shrIkara kOTi vibhAkara bhASa sudhAkara vadana karuNAkara rAma <EOP>
sAtAtsAra purAri nutAgha vidAraNa shrI raghuvIra harE rAma <EOP>
pAlita sujana vishAla nayana gOpAla vidhrta sharajAla harE rAma <EOP>
agaNita guNa gaNa vikhalita mOha vihagarAja vara turaga shrI rAma <EOP>
kAyajA janaka vinAyakanuta varadAyaka shrI raghunAyaka rAma <EOP>
bhAvaja damana vibhAvita danuja bhAva mahAnubhAva harE rAma <EOP>
sanakAdi vinuta kanakAbara dhara ina kula tilaka janaka sudhA rAma <EOP>
rAkSasa gaNa mada sikSita dEvAdyakSa sArasa daLAkSa harE rAma <EOP>
shankara sakha nisshankha mukhajita shashAnka suguNa sItanga harE rAma <EOP>
","caraNam
rajAnala dinarAja su-nayana virAjita tyAgarAjanuta rAma <EOS>
",11,0
Tyagaraja,song625.txt,"pallavi
entanucu varniNtunE I indirA ramaNuni nE <EOP>
","anupallavi
santatamu nammu sajjanula A santa dIrcu vasanta sukumAruni <EOP>
","caraNam
merugu bangAru cEla miravonda mariyu nUpuramunu ghallanaga bhaktula gani
karuNAmrtamu callaga yOgula daharamulu jhallanaga vEncEsina <EOP>
tilakamu celagaga jalajAkSuDilanu gadaluD vi vinipimpaga tumburu nAra-
dulu gani nutiyimpaga suralu sumamula vAna guriyimpaga vEncEsina <EOP>
","caraNam
ghana nIlamunu gEru tanuvupai bunugu candanamu parimaLimpaga bAgu ura-
muna muktAmanu lADaga tyAgarAju gani celAgiyyaga vEncEsina <EOS>
",3,1
Tyagaraja,song626.txt,"pallavi
itara daivamula valla nilanu saukhyamA rAma <EOP>
","anupallavi
mata bhEdamu lEka sadA madini marulu konna tanak- <EOP>
",,"caraNam
manasu delisi brOcinanu maracinanu nIvE rAma tanavADana taruNamidE tyAgarAja
sannuta <EOS>
",1,1
Tyagaraja,song627.txt,"pallavi
nArada gurusvAmi ikanaina nannAdarimpavEmi I karavEmi <EOP>
","anupallavi
sAreku sangIta naigama pAranagatuDaina parama pAvana <EOP>
",,"caraNam
itihAssa purANAgama caritamu lavarivella galige patini dAnamiyya buddhi 
satyabhAma ketula galge dyutijita sharadabhra ninu vinA muni yatula kevaru 
galige kSitini tyAgarAja vinuta nammiti citta dIrci prahlAduni brOcina <EOS>
",1,1
Tyagaraja,song628.txt,"pallavi
mAmava raghurAma marakatamaNI shyAma <EOP>
","anupallavi
pAmarajana bhIma pAlita sUtramA <EOP>
","caraNam
duritambulu bOdu-dunuma manasu rAdu <EOP>
kalashambudhi lOna karuNa karagi bbOyenA <EOP>
vinu mari samaramuna vidhi sharamu virigenA <EOP>
kala satyamu suguNa kAnanamuna nelcinA <EOP>
divya narApa ghana daivatvamu bOyenA <EOP>
","caraNam
rAjAdhipa tyAgarA vinuta bAga <EOS>
",6,1
Tyagaraja,song629.txt,"pallavi
karuNa jUDavamma kamalavairi kalAdharuni komma <EOP>
","anupallavi
dharanu sariyu dorakani pancanada nagara nAyaki dharmasamvardhani <EOP>
","caraNam
anEka jagadAdhArivi nIvanE madini nera nammitigA nEmanEda vADanO ani
nImadi nencanE vaddanucu nAtani vEDuduE nAdupai vinEcADi cAlunE 
nIdu dayaku nE pAtruDaudune kuvalaya nayanE suvasana jaghanE vidhunibha vadanE santatamu <EOP>
madamuna teliyaka jEsina karmavidAri nIvani nammitinE nI padAravindayugala bhakti nimmani 
dAnamaDigitinE nIku tOcadEmi udAri nI dayanu dAcarAdu daridApu lEkanu sadA moraliDa 
vinadA cevulu evaru dA brOturika  sadAshiva hitE mudAna satatamu <EOP>
","caraNam
parAshakti nAyokka cittamu dAmarAku nIru vidamu tallaDilla rAdu anduna kEmi phalamu 
shambarAri vairiki ardha sharIri purANa puruSaDugu rAmuniki yA purArikini 
nIku rAjadhari maccarAna vErEnca rAdu yanu manu tyAgarAju nika viDuva rAdu satatamu <EOS>
",3,1
Tyagaraja,song630.txt,"pallavi
rAma rAma nIvAramu gAma rAma rAma sItA rAma rAma sAdhu jana prEma rArA <EOP>
",,"caraNam
merugu cElamu gaTTukO mella rArA rAma karaku bangAru sommulu kadala rArA <EOP>
varamainaTTi bhaktAbhISTa varada rArA marugu jEsikonEdaTTi mahima rArA <EOP>
meNDaina kOdaNDa kAnti meraya rArA kanula paNDuvaga uNDu uddaNDa rArA <EOP>
ciru navvugala mOmu jUpa rArA karuNatO nannElapuDu gAva rArA <EOP>
kandarpa sundara nanda kanda rArA nIku vandanamu jEsEda gOvinda rArA <EOP>
adyanta rahita vEdavEdya rArA bhava vaidya nE nI vADanaiti vEga rArA <EOP>
","caraNam
suprasanna satya rUpa suguNa rArA rAma apramEya tyAgarAju nEla rArA <EOS>
",7,0
Tyagaraja,song631.txt,"pallavi
sAgaruNDu veDale nidO sAreku gana rArE <EOP>
","anupallavi
bAguga prahlAduni vara yOgini kaugida jErci <EOP>
","caraNam
mandara dharuDAnanda kandudu tana hrdayAra vindambuna nelakonna saundaryamulanu dalacucu <EOP>
varanamulapai bhEri vAdyambulu mrOyaga sura vAra nATyapu varusala jUcucu vETkaga <EOP>
","caraNam
ranjillani shrI tyAgarAja sakhuni manasAra pUjincu nuNDu tanuja rAjakumAra sahituDai <EOS>
",3,1
Tyagaraja,song632.txt,"pallavi
jAnakI nAyaka nIku jayamangaLam nrpasUna sundaramunaku shubha mangaLam harE <EOP>
","anupallavi
phAlamunaku nIdu kapOlamunaku mangaLam nIlavarna nI palu vajrAla jAmunaku mangaLam <EOP>
","caraNam
mATalaku ratnAla krITamunaku mangaLam nATaka sUtra dhAra nE tEDa kAntlaku mangaLam <EOP>
yauvanamunaku ciru navvunaku mangaLam duvvina alakala mIdi puvvulaku mangaLam <EOP>
bANamunaku kusuma bANa janaka mangaLam jANatanamunaku lOka trANamunaku mangaLam <EOP>
ungaramunaku nI drSTAngamunaku mangaLam pongucu padamulanundu gangakunu mangaLam <EOP>
","caraNam
nI guNa jAlamunaku nitya shubha mangaLam nAgashayana pAlita tyAgarAja mangaLam <EOS>
",5,1
Tyagaraja,song633.txt,"pallavi
veDalenu kOdaNDapANi anuja saumitrini gUDi <EOP>
","anupallavi
puDamilO janulella bogaDa pUjituDau mauni veNTa <EOP>
",,"caraNam
shiramuna koNDeyu jAra uramuna hAramulu meraya karamuna 
shara cApamulu velaya surucira vAdyamulu mrOya surusellaru 
vinuti sEyavara tyAgarAja nutuDu vasudha bhAramellanu dIrpa <EOS>
",1,1
Tyagaraja,song634.txt,"pallavi
sarasa sAma dAna bhEda daNDa catura sATi dEva mevarE brOvavE <EOP>
","anupallavi
parama sAmbhava grEsa ruNDagucu balku rAvaNuDu teliyalEka pOtE <EOP>
",,"caraNam
hitavu mATalentO bAgA balkitivi satamu gAnayOdhya niTTu naNTivi 
nata sahOdarunE rAju cEsi rAka hatamu jEsitivi tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song635.txt,"pallavi
dAcukO valenO dAsharathi nIdu daya <EOP>
","anupallavi
cUcuvAralalOna culakane nannu jUci <EOP>
","caraNam
kanikaramu kAntapai galigi muddiDu vELa janakaja nAmATa
samayamani balkina <EOP>
karagi padamulanu vrAla gani karuNa sEyuvELa bharatuDentO
nannu bhaktuDani balkitE <EOP>
","caraNam
nEmamuna paricarya nErpuna bOgaDu vELa saumitri tyAgarAjuni
mATa balkina <EOS>
",3,1
Tyagaraja,song636.txt,"pallavi
endu bAyarA daya ina kula tilaka daya <EOP>
","anupallavi
indu vadana kundaradana mandara dhara nI daya <EOP>
","caraNam
shrita sharaNya suravarENya krta supuNya dhanyA daya <EOP>
shAnta bhUSa bhakta pOSa sharaNu shESa shAyI <EOP>
","caraNam
nAgarAja dharanuta aja tyAgarAja varada daya <EOS>
",3,1
Tyagaraja,song637.txt,"pallavi
shrI rAmacandra rAghava sakala lOkAdhara tvam eva mAmava <EOP>
",,"caraNam
kaNTi keduruga rArA shrI rAma nI vaNTi deivamu gAnarA <EOP>
viNTE eDaku bOdurA shrI rAma nApEraNTE nI kenta vAdurA <EOP>
talli goTTitE saraguna bAluDu pada pallavamulu viDucuna <EOP>
vEsaTa tOcadAyEna nA mATa pariyAcakamuga bOyenA <EOP>
pati kOpincitE mAnavati yaina nija sati rIti naDucukonna <EOP>
cApadhara brOva yOcanA nija bhakta pApa timira vimOcana <EOP>
akaLanka guNa sAndra nApai kapaTa mencakumayya rAmacandra <EOP>
pati nIvu parama pAvana shrI rAma sadA gati nIvu sundarAnana <EOP>
","caraNam
dAsuDau tyAgarAja rakSaka cidvilAsa sAkEtarAja <EOS>
",9,0
Tyagaraja,song638.txt,"pallavi
shyAma sundarAnga sakala shaktiyu nI vEra <EOP>
","anupallavi
tAmasa rahita guNa sAndra dharanu velayu rAmacandra 
caraNam
duSTa danuja mada vidAra shiSTa jana hrdaya vihAra iSTa deivamu nI vera ilanu tyAgarAju vEra <EOS> <EOP>
",,,0,1
Tyagaraja,song639.txt,"pallavi
varadarAja ninnu kOri vacciti mrokkErA <EOP>
","anupallavi
surulu munulu bhUsurulu cuTTi cuTTi sEvince <EOP>
",,"caraNam
varagiri vaikuNTha maTa varNimpa daramugAdaTa nirjarulanu 
tArakamulalO candruDai merayaduvaTa vara tyAgarAjanuta garuDasEva jUDa <EOS>
",1,1
Tyagaraja,song640.txt,"pallavi
varAlandu kommani nAyandu vancana sEya nyAyamA <EOP>
","anupallavi
surs surs vinuta rAma nA manasu bhaktini gOri uNDaga nanu <EOP>
","caraNam
manasuna nijayuga namminavAri manasu konca phala mAsincaga 
rAdanucu ghanuni jEsina nI biruduku kanaka sutuDu sAkSi gAdA <EOP>
avivEkamutO delisi teliyakanu bhava sukhamula kAshincina gAni 
dhruvamaina phalamosagu nI shaktiki dhruvuDu sAkSi gAdA rAma nanu <EOP>
","caraNam
carArAtmaka surapUjita ika parAku lEkanu satatamu nI 
daya rAvale kOrina shrI tyAgarAjunipai krpalEka nanu <EOS>
",3,1
Tyagaraja,song641.txt,"pallavi
nE pogaDakuNTE nIkEmi kodavO nI manasu delise gadarA O rAma <EOP>
","anupallavi
prApugaLa shuka sanaka prahlAda nArada paramEsha rudrAdi bhaktularcimpaga <EOP>
",,"caraNam
bhujiyimpa beTTi sati budhulu sAmAjikulu bhajiyimpa sOdarulu pavana-
sUnuDaja biDaujAdi surulAptalainAru nIraja nayana shrI tyAgarAjanuta bAluDagu <EOS>
",1,1
Tyagaraja,song642.txt,"pallavi
sItA nAyaka shrtajana pOSaka shrI raghukula tilaka O rAma <EOP>
",,"caraNam
nirupEda bhaktula karikOTa baDalEka giripai nekkukoNTivO
shrI venkaTa giripai <EOP>
angalrpu jUci rangapuramuna celangucu paNDitivO
rangapuramuna celangucu <EOP>
gAcina bahktula jUci A balinE yAcinci veDalitivO
A balinE yAcinci <EOP>
Asaminci ninnAshu jErErani kIshula jEritivO
jErErani kIshula vA jEritivO <EOP>
jAlitO vaccu kucEluni kani gOpi cElamu lettitivO
kani gOpi cElamu <EOP>
ingita merigi uppongucu brOce bangAru doravaitivO
nanu brOcE <EOP>
","caraNam
nI guNamulu gaTTu bAguga delisenu tyAgarAja vinuta
dElsenayya <EOS>
",7,0
Tyagaraja,song643.txt,"pallavi
janakajA samEta durjanAgha puruhUta <EOP>
","anupallavi
sanakAdi sumuni gIta sajjana gaNa pArijAta <EOP>
","caraNam
dEva dEva sakala jIva bhuvanEsha bhAvajaripu bhAva sadana bhavya guNa maNi kOsha <EOP>
jalajAbdta kulambhO nidhi jalajahara parEsha jalajAruNa caraNAsura jaladAshuga shrIsha <EOP>
","caraNam
shyAma sundarAnga rangashayana vigada mAya tAmasa jana hrdayadUra tyAgarAja gEya <EOS>
",3,1
Tyagaraja,song644.txt,"pallavi
navanIta cOra dEvaki vasudEva nandanA vasudEva nandana yashOdana candana <EOP>
","anupallavi
brndArakAddi vandita kEshava bhakta candana indIvarAyata lOcana Ananda candana <EOP>
","caraNam
bAluragUDi nAma smaraNa jEsukondamA bhaktula pAdadhULi manapai jhallukondamA <EOP>
","caraNam
rAja rAja rAja mahA rAjashEkara rAja rAja shUra tyAgarAja shEkhara <EOS>
",2,1
Tyagaraja,song645.txt,"pallavi
intakanna delpa taramA jagadIshvara nE nIki taramA n tO <EOP>
",,"caraNam
nITilOni rAjIvamurA rAma ninu nammi bratuku jIvamurA <EOP>
nIvE tana kihaparamu rAma ninnu nammina kApuramu <EOP>
ghanamunu gOru cAtakamu rIti gAciti tana hrtpAtakamu <EOP>
rajanIshu jUcu kumudamu rIti rAjillu ninu jUDa mudamu <EOP>
nI karuNa rAjayOgamu mAku nI mAyamE rAjabhOgamu <EOP>
","caraNam
rAghava shubhakara mUrtE tyAgarAju nIvAdani kIrtE <EOS>
",6,0
Tyagaraja,song646.txt,"pallavi
amma rAvamma  tulasamma nanu pAlimpu mamma satatamu padamulE namminAnamma <EOP>
","anupallavi
nemmadini nI vihaparammulOsagudu vanucu kamma viltuni tandri galanaina bAyadaTa <EOP>
",,"caraNam
nI mrdu tanuvunu gani nI parimalamunu gani nI mahatvamunu gani nIrajAkSi
tAmarasa daLa nEtrudu tyAgarAjuni mitruDu prEmatO Siramunanu peTTu konnAdaTa <EOS>
",1,1
Tyagaraja,song647.txt,"pallavi
muddumOmu ElAgu celangeno munulETla gani mOhincirO <EOP>
","anupallavi
kaddanucunu cirakAlamu hrdayamu karagi karagi nilcuvAri kEDutTa rAmuni <EOP>
",,"caraNam
manasu nirmalamagu bhUsura krtamO manci pUja phalamO tOlutaTi tapamO 
ghananibha dEhuni janana svabhAvamO dhanapati sakhuDaina tyAgarAjArcituni <EOS>
",1,1
Tyagaraja,song648.txt,"pallavi
Emi nEramu nannu brOva enta bhAramu nAvalla <EOP>
","anupallavi
sAmaja rAja varaduDani munula satkIrti galga lEdA nApai <EOP>
",,"caraNam
dIna bAndhuvani dEvadEvuDani samAna ghanuDani dharmAtmuDanucunu
jnAna dhanulu guNa gAnamu sEya birAna jUDavu tyAgarAjArcita nApai <EOS>
",1,1
Tyagaraja,song649.txt,"pallavi
sarasIruha nayanE sarasijAsanE sharadindu nibha vadanE amba <EOP>
","anupallavi
parama krpAnidhi nIvE ani ninu niratamu nammiti brOvavE talli <EOP>
",,"caraNam
svara rAga laya shruti marmambulu nAradAdi munulu upadEshincE 
vara dAyaki amrtavarSaNi maravaku lalitE tyAgarAjanutE <EOS>
",1,1
Tyagaraja,song650.txt,"pallavi
rAma nAmamu janma rakSaka mantramu tAmasamu sEyaka bhajimpavE manasA <EOP>
","anupallavi
sOmAruna nEtruDaina shrI rAmacandruniki sari evarUrA <EOP>
",,"caraNam
kAmakOTi rUpa rAmacandra kAmita phalada rAmacandra 
jnAnasvarUpa rAmacandra tyAgarAjArcita rAmacandra <EOS>
",1,1
Tyagaraja,song651.txt,"pallavi
rAma rAma rAma mAm pAhi <EOP>
",,"caraNam
vanamuna jani muni jana gaNamunu ganu goni nenaruna ghanamuna pAlincina <EOP>
vanaja nayana ninu manasuna dina dina munu kanugona nanu nanakhuni sEyavE <EOP>
sura naravara nuta caraNa kamala yuga kara dhrta girivara aravara sEyaka <EOP>
murakhara hara paricara karuNAkara dharanuta karivarada varada <EOP>
sharaNukoNTi niratamunanu ninu hrt-sarasijamunu virulanu pUjintunu <EOP>
kali yugamuna nelakona itavale vipuDula gani ninugA madini bhajintunu <EOP>
bahu vacanamulenduku ika nIvE iha paramulu mari nA sarvasvamu <EOP>
","caraNam
sarasija bhava surapati vandita pada puraharanuta pAlita tyAgarAja <EOS>
",8,0
Tyagaraja,song652.txt,"pallavi
inta saukhyamani nE jeppajAla entO prEmO evarIki delusunO <EOP>
","anupallavi
dAnta sItAkAnta karuNAsvAnta prEmadulakE delusunu gAni <EOP>
",,"caraNam
svara rAga laya sudhArasamandu vara rAma nAmamanE kaNDa cakkEru
mishramu jEsi bhujincE shankaruniki delusunu tyAgarAja vinuta <EOS>
",1,1
Tyagaraja,song653.txt,"pallavi
EtAvuna nErcitivO rAma endukinda gAsi <EOP>
","anupallavi
sItA lakSmaNa bharata ripughna vAtAtmajulatO nADu nATakamu <EOP>
",,"caraNam
Alu vajA la sommu laDigirO anujulu talli taNDrulanna maDigirO
shIlulaina vara bhaktulu pilicirO cirakAlamu tyAgarAjanuta nI <EOS>
",1,1
Tyagaraja,song654.txt,"pallavi
shiva shiva shiva enarAdA Ori <EOP>
","anupallavi
bhavabhaya bAdhala naNacukO rAdA <EOP>
","caraNam
kAmAdula dega kOsi parabhAmala parula dhanamula rOsi 
pAmaratvamu eDabAsi ati nEmamutO bilvArcana jEsi <EOP>
sajjana gaNmaula gAnci Ori muj-jagadiShvarulani mati nenci 
lajjAdula dolaginca tana hrjjalamunanu tA pUjinci <EOP>
","caraNam
Agamamula nutiyinci bahu bAgulEni bhAsalu cAlinci 
bhAgvatulalO pOSinci Ori tyAgarAja sannutuDani enci <EOS>
",3,1
Tyagaraja,song655.txt,"pallavi
rAma nIpai tanaku prEma bOdu sItA <EOP>
","anupallavi
tAmarasa nayana nIdEmO mAya gAni <EOP>
","caraNam
manasu nIpAdamulanE jEra kanulu nI rUpamunE 
kOra vinu nI parulEka nOrurA tanapai idi nI karuNarA <EOP>
janani janakAptulanyulu dhana kanaka guru vElpulu 
dinamu nIvE anumATalu anagha nnivi bhUSaNamulu <EOP>
","caraNam
bhOgAnubhavamulandu bAguga buddhi nIyandu 
tyAgarAjuni hrdayamandu vAgIshanandamandu <EOS>
",3,1
Tyagaraja,song656.txt,"pallavi
lAvaNya rAma kannulAra jUDavE ati <EOP>
","anupallavi
shrI vanita citta kumuda sItakara shatAnanyaja <EOP>
",,"caraNam
nI manasu nI sogasu nI dinusu vErE tAmasa mATa deivamEla tyAgarAjanuta divya <EOS>
",1,1
Tyagaraja,song657.txt,"pallavi
rAma nIyeDa prEma rahitulaku nAmaruci delusunA o sItA <EOP>
","anupallavi
kAminI vESa sAdhvInadaTa lEmaina delusunA rIti sItA <EOP>
",,"caraNam
tana saukhyamu tAnErugaka yorukalu tanu bOdhana sukhamA 
ghanamagu puli gOri rUpamaina tyAgarAjanuta shishuvu pAlu galgunA <EOS>
",1,1
Tyagaraja,song658.txt,"pallavi
nArada gAnalOla natajana paripAla <EOP>
","anupallavi
nIrada sama nIla nirupama guNa shIla <EOP>
",,"caraNam
nIvu lEka E tanuvulu niratamugA naDucunu nIvu lEka E taruvulu nikkamugA molucunu
nIvu lEka E vAnalu nityamugA gurucunu nIvu lEka tyAgarAju nI guNamula nETu bADunu <EOS>
",1,1
Tyagaraja,song659.txt,"pallavi
pakkala nilabaDi golicE muccaTa bAga delpa rAdA <EOP>
","anupallavi
cukkala rAyani gEru mOmugala sudati sItamma saumitri rAmuni kiru <EOP>
",,"caraNam
tanuvucE vandana monarincucunnArA canuvuna nAma kIrtana sEyucunnArA
manasuna dalaci mE maraciyunnArA nenerunci tyAgarAjunitO harihari mIriru <EOS>
",1,1
Tyagaraja,song660.txt,"pallavi
niravadhi sukhada nirmala rUpa nirjita muni shApa <EOP>
","anupallavi
sharadhi bandhana nata sankrandana shankarAdi gIyamAna sAdhu mAnasa su-sadana <EOP>
",,"caraNam
mAmava marakata maNI nibha dEha shrImaNI lOla natajana pAla bhIma 
parAkrama bhIma karArcita tAmasa mAnava dUra tYgarAja vinuta caraNa <EOS>
",1,1
Tyagaraja,song661.txt,"pallavi
perugu pAlu bhujiyinci tanuvula bencinadella nindukA <EOP>
","anupallavi
niravadhi sukha dAyaka mA vayasunu nIdanu galayu tandukA <EOP>
","caraNam
atta mAmalatO nIkai mE mEdurADinadella indukA 
satta galigi inkanaina nindumani santasilla dindukA <EOP>
AsadIra nI sEva valayunani arasinadella nindukA 
pAsiyuNDa nEraka peddalacE bhAmula jEndina dindukA <EOP>
snAna pAnamulu jEyuvELa nityAnandamu jEsina dindukA 
mEnu nI sommu jEyuTakai mE mallADina dindukA <EOP>
taliru bOnulai yamunA nadilO dallaDillu dandukA valacucu
toli janmamu rAmunicE varamulu baDasina dindukA <EOP>
kOTi janmamulu tapamulu cEsi kOrinadella dindukA 
sATi lEni nI lIlalu manasuna sairinci unna dindukA <EOP>
","caraNam
Agama nigama purANa cAruDani anusarincina dindukA 
tyAgarAjanuta traka nAma nI tatvamu telisina dindukA <EOS>
",6,1
Tyagaraja,song662.txt,"pallavi
sarvalOka dayAnidhE sArvabhauma dAsharathE <EOP>
",,"caraNam
panca bhUtamulaku nAthuDanucu delisikoNTi <EOP>
bhUsutA karamu baTTi bhUmi velayuvAdu nIvu <EOP>
nIradhipai bAga yOga nidra sEyuvADu nIvu <EOP>
kamala bandhu kulajavarula gaDatEcinavADu nIvu <EOP>
pavamAna kumAruNDu baNTaina vADu nIvu <EOP>
antarikSa kEshanutAnanta nAmarUpa rahita <EOP>
jnAna vairAgya bhakti dAna mosaguvADa nIvu <EOP>
","caraNam
Agama nigamAtIta tyAgarAja vinuta carita <EOS>
",8,0
